1    0    0.765304 
2    0    0.880151 
3    0    1.143667 
4    1    0.993128 
5    1    1.231393 
6    0    1.237026 
7    0    1.183757 
8    2    1.300739 
9    0    1.186521 
10    0    1.166572 
11    2    1.072452 
12    1    1.174899 
13    2    1.152189 
14    1    1.101061 
15    2    1.160780 
16    4    1.159639 
17    3    1.095580 
18    3    1.145038 
19    1    1.041523 
20    4    1.094789 
21    2    0.914506 
22    6    0.969416 
23    4    1.076076 
24    4    0.928798 
25    13    1.379952 
26    7    0.947872 
27    15    1.245682 
28    16    1.195229 
29    8    0.613332 
30    30    0.000000 
